rank, rank_change, rider_name, team, nationality, PCS_points, PCS_points_change, UCI_points, one_day_race, GC, TT, Sprint, Climber, age, height, weight, year_wins, all_year_wins, all_year_GT, all_classics, years_active, race_km, race_days
155, 1, Skujiņš Toms, Trek - Segafredo, Latvia, 335, 198, 424, 1245, 661, 198, 725, 840, 30, 1.78, 70, 2, 10, 5, 15, 12, 11109, 67
156, 1, Majka Rafał, UAE-Team Emirates, Poland, 333, -359, 338, 1113, 4500, 860, 212, 5959, 32, 1.73, 62, 1, 12, 19, 15, 12, 11928, 75
157, 1, Lastra Jonathan, Caja Rural - Seguros RGA, Spain, 333, 301, 402, 278, 488, 1, 225, 544, 28, 1.72, 64, 0, 0, 4, 0, 7, 12457, 80
158, 2, Pedrero Antonio, Movistar Team, Spain, 328, 242, 314, 139, 582, 14, 56, 542, 30, 1.77, 60, 1, 2, 6, 2, 11, 10274, 63
159, 2, Bennett George, Team Jumbo-Visma, New Zealand, 326, -422, 366, 606, 2772, 183, 100, 2668, 31, 1.8, 58, 1, 3, 14, 7, 13, 9273, 59
160, 2, Bonifazio Niccolò, Team TotalEnergies, Italy, 325, 108, 454, 1434, 399, 48, 2749, 203, 28, 1.76, 72, 1, 19, 4, 12, 9, 7913, 47
161, 2, Sivakov Pavel, INEOS Grenadiers, Russia, 325, -91, 373, 256, 1291, 268, 84, 846, 24, 1.88, 72, 0, 3, 5, 1, 6, 9529, 60
162, 2, Martínez Daniel Felipe, INEOS Grenadiers, Colombia, 324, -340, 420, 275, 1464, 637, 36, 1157, 25, 1.72, 63, 0, 7, 7, 9, 7, 5713, 37
163, 2, Marit Arne, Sport Vlaanderen - Baloise, Belgium, 324, 316, 535, 336, 8, 3, 201, 34, 22, 1.85, 72, 1, 1, 0, 1, 4, 8111, 50
164, -9, Vendrame Andrea, AG2R Citroën Team, Italy, 323, -95, 366, 999, 335, 98, 782, 977, 27, 1.68, 60, 2, 4, 4, 4, 7, 11827, 72
165, 1, Gesbert Élie, Team Arkéa Samsic, France, 322, 316, 358, 159, 541, 12, 197, 434, 26, 1.81, 63, 1, 2, 4, 4, 7, 10895, 68
166, 1, Bagioli Andrea, Deceuninck - Quick Step, Italy, 320, -1, 353, 332, 192, 84, 246, 412, 22, 1.76, 60, 1, 3, 2, 3, 4, 6205, 38
167, 1, Kruijswijk Steven, Team Jumbo-Visma, Netherlands, 313, 263, 251, 337, 4182, 1370, 378, 3883, 34, 1.78, 63, 0, 2, 20, 8, 16, 10853, 69
168, 1, Vermeersch Florian, Lotto Soudal, Belgium, 313, 128, 564, 357, 119, 128, 108, 28, 22, 1.93, 85, 0, 0, 1, 3, 3, 10519, 68
169, 1, Costa Rui, UAE-Team Emirates, Portugal, 312, -116, 355, 3622, 5684, 1561, 1131, 5118, 35, 1.83, 69, 0, 27, 13, 30, 15, 9552, 63
170, 1, Skjelmose Jensen Mattias, Trek - Segafredo, Denmark, 311, 304, 355, 12, 276, 109, 24, 170, 21,  ,  , 0, 0, 0, 0, 3, 9519, 64
171, 1, Battistella Samuele, Astana - Premier Tech, Italy, 306, 223, 400, 344, 166, 5, 112, 142, 23, 1.8, 67, 1, 1, 1, 3, 4, 9013, 58
172, 1, Brambilla Gianluca, Trek - Segafredo, Italy, 304, 145, 318, 1393, 1490, 148, 756, 2370, 34, 1.7, 57, 1, 6, 16, 19, 15, 12308, 75
173, 1, Bol Cees, Team DSM, Netherlands, 303, 38, 243, 521, 300, 188, 1312, 69, 26, 1.94, 83, 1, 5, 3, 5, 7, 10177, 65
174, 1, Guerreiro Ruben, EF Education - Nippo, Portugal, 298, 36, 233, 389, 894, 27, 358, 1156, 27, 1.78, 65, 0, 2, 4, 3, 8, 9968, 62
175, 1, Groenewegen Dylan, Team Jumbo-Visma, Netherlands, 295, 170, 293, 2475, 249, 15, 6429, 30, 28, 1.77, 70, 3, 56, 5, 5, 10, 7196, 44
176, 1, García Cortina Iván, Movistar Team, Spain, 295, 93, 330, 704, 247, 108, 860, 512, 26, 1.83, 77, 0, 2, 4, 10, 7, 10287, 62
177, 1, Halvorsen Kristoffer, Uno-X Pro Cycling Team, Norway, 295, 227, 323, 792, 236, 2, 1208, 118, 25, 1.79, 69, 1, 5, 0, 0, 6, 8594, 52
178, 1, Lafay Victor, Cofidis Solutions Crédits, France, 295, 250, 388, 54, 211, 13, 36, 228, 25, 1.77, 65, 1, 1, 2, 2, 5, 7749, 51
179, 1, Affini Edoardo, Team Jumbo-Visma, Italy, 294, 253, 322, 55, 140, 1067, 136, 7, 25, 1.92, 80, 0, 2, 2, 6, 5, 8003, 53
180, 1, Vanhoucke Harm, Lotto Soudal, Belgium, 293, 131, 235, 76, 381, 25, 57, 516, 24, 1.77, 65, 0, 0, 4, 2, 6, 11826, 73
181, 2, Simmons Quinn, Trek - Segafredo, United States, 289, 96, 287, 120, 281, 2, 76, 148, 20, 1.82, 72, 1, 2, 1, 3, 2, 7520, 46
182, 2, Zana Filippo, Bardiani-CSF-Faizanè, Italy, 288, 254, 466, 71, 237, 1, 119, 110, 22, 1.85, 65, 2, 1, 2, 2, 4, 9871, 68
183, -1, Mørkøv Michael, Deceuninck - Quick Step, Denmark, 286, 140, 222, 1070, 899, 293, 1562, 203, 36, 1.83, 71, 0, 5, 13, 18, 16, 10925, 69
184, 1, Soler Marc, Movistar Team, Spain, 286, -248, 405, 226, 1670, 640, 100, 1752, 28, 1.86, 68, 1, 5, 8, 5, 7, 9510, 62
185, 1, Aru Fabio,  , Italy, 285, 178, 337, 924, 3501, 580, 298, 4271, 31, 1.83, 63, 0, 9, 14, 8, 12, 10227, 65
186, 1, Hodeg Álvaro José, Deceuninck - Quick Step, Colombia, 284, 108, 304, 654, 37, 46, 1593, 29, 25, 1.86, 76, 3, 15, 1, 0, 6, 8799, 57
187, 1, Laas Martin, BORA - hansgrohe, Estonia, 282, 185, 331, 208, 247, 89, 1272, 14, 28, 1.76, 74, 2, 14, 2, 3, 9, 9731, 63
188, 1, Eenkhoorn Pascal, Team Jumbo-Visma, Netherlands, 282, 163, 315, 237, 305, 151, 313, 116, 24, 1.85, 70, 1, 4, 0, 7, 6, 8045, 46
189, 1, Gilbert Philippe, Lotto Soudal, Belgium, 281, 90, 367, 12343, 3960, 1395, 7192, 4806, 39, 1.78, 75, 0, 77, 24, 60, 20, 11426, 72
190, 1, Padun Mark, Bahrain - Victorious, Ukraine, 279, 204, 318, 121, 387, 36, 163, 618, 25, 1.82, 60, 2, 6, 4, 2, 7, 10836, 70
191, 1, Périchon Pierre-Luc, Cofidis Solutions Crédits, France, 278, 211, 309, 665, 598, 189, 559, 364, 34, 1.82, 69, 0, 2, 7, 8, 14, 10984, 67
192, 1, Meintjes Louis, Intermarché - Wanty - Gobert Matériaux, South Africa, 276, 109, 185, 485, 2110, 330, 116, 2376, 29, 1.73, 58, 0, 4, 13, 8, 11, 11936, 78
193, 1, Sánchez Luis León, Astana - Premier Tech, Spain, 276, 149, 405, 1813, 5434, 2872, 2226, 3399, 38, 1.86, 73, 1, 47, 26, 23, 18, 13357, 83
194, 1, Consonni Simone, Cofidis Solutions Crédits, Italy, 276, 100, 256, 858, 211, 25, 1262, 292, 27, 1.65, 60, 0, 1, 5, 5, 8, 7854, 47
195, 1, Štybar Zdeněk, Deceuninck - Quick Step, Czech Republic, 275, 24, 480, 3599, 1399, 195, 2418, 1020, 35, 1.83, 68, 0, 18, 9, 26, 17, 8824, 53
196, 1, Bettiol Alberto, EF Education - Nippo, Italy, 275, -144, 262, 1571, 488, 498, 479, 623, 28, 1.8, 69, 1, 3, 5, 20, 9, 7716, 48
197, 1, Moschetti Matteo, Trek - Segafredo, Italy, 275, 93, 252, 410, 41, 26, 900, 17, 25, 1.79, 73, 1, 5, 3, 0, 6, 11876, 77
198, 1, Albanese Vincenzo, EOLO-Kometa, Italy, 274, 238, 281, 377, 54, 30, 430, 232, 25, 1.75, 70, 0, 1, 2, 3, 6, 12290, 74
199, 1, Bouwman Koen, Team Jumbo-Visma, Netherlands, 273, 237, 314, 111, 505, 340, 105, 313, 27, 1.78, 60, 0, 1, 7, 9, 8, 10962, 70
200, 1, Aniołkowski Stanisław, Bingoal Pauwels Sauces WB, Poland, 273, 130, 288, 225, 177, 103, 686, 88, 24, 1.81, 68, 0, 3, 0, 0, 3, 10074, 61
201, 1, Schultz Nick, Team BikeExchange, Australia, 272, 178, 250, 172, 510, 34, 199, 528, 27, 1.8, 68, 1, 2, 6, 3, 7, 10943, 68
202, 1, Naesen Oliver, AG2R Citroën Team, Belgium, 272, -127, 425, 3619, 1157, 35, 1996, 968, 31, 1.84, 72, 0, 5, 6, 17, 8, 12698, 76
203, 1, Capiot Amaury, Team Arkéa Samsic, Belgium, 270, -77, 355, 1270, 172, 10, 1660, 182, 28, 1.87, 69, 0, 0, 0, 5, 8, 7446, 44
204, 1, Menten Milan, Bingoal Pauwels Sauces WB, Belgium, 266, 235, 326, 426, 149, 17, 603, 139, 25, 1.74, 68, 1, 1, 0, 1, 7, 10776, 66
205, 1, Díaz José Manuel, DELKO, Spain, 266, 202, 327, 83, 279, 0, 90, 196, 26, 1.77, 63, 1, 3, 0, 1, 7, 7139, 43
206, 3, Molano Juan Sebastián, UAE-Team Emirates, Colombia, 260, 137, 160, 226, 195, 0, 1228, 151, 27, 1.8, 72, 4, 17, 6, 1, 7, 9598, 61
207, 3, Stewart Jake, Groupama - FDJ, Great Britain, 260, 140, 431, 253, 134, 28, 226, 48, 22, 1.75, 66, 0, 0, 0, 2, 4, 7973, 52
208, 3, Kudus Merhawi, Astana - Premier Tech, Eritrea, 258, 178, 368, 372, 1255, 179, 276, 995, 27, 1.73, 58, 1, 5, 7, 5, 10, 5594, 33
209, 3, Rodriguez Carlos, INEOS Grenadiers, Spain, 257, 246, 396, 58, 165, 58, 6, 123, 20, 1.83, 67, 2, 0, 0, 0, 2, 8410, 57
210, 3, Herregodts Rune, Sport Vlaanderen - Baloise, Belgium, 257, 242, 375, 223, 28, 116, 24, 50, 23, 1.81, 70, 1, 1, 0, 1, 4, 6948, 44
211, 3, Sbaragli Kristian, Alpecin-Fenix, Italy, 256, 171, 367, 1691, 412, 0, 1990, 870, 31, 1.75, 70, 0, 1, 8, 14, 11, 11234, 66
212, 3, Taaramäe Rein, Intermarché - Wanty - Gobert Matériaux, Estonia, 256, -22, 296, 723, 2658, 1383, 723, 1698, 34, 1.86, 68, 2, 19, 15, 10, 16, 13052, 86
213, 4, Tesson Jason, St Michel - Auber93, France, 256, 247, 423, 218, 25, 0, 82, 28, 23, 1.66, 59, 2, 1, 0, 0, 3, 5844, 39
214, 2, Zimmermann Georg, Intermarché - Wanty - Gobert Matériaux, Germany, 255, 133, 310, 182, 229, 0, 164, 118, 24, 1.81, 70, 1, 1, 2, 2, 4, 9499, 60
215, 3, Simon Julien, Team TotalEnergies, France, 254, 150, 345, 2852, 1071, 190, 1866, 1674, 36, 1.76, 65, 0, 10, 10, 14, 15, 12041, 72
216, 3, Meurisse Xandro, Alpecin-Fenix, Belgium, 253, 29, 234, 680, 1141, 76, 930, 774, 29, 1.81, 67, 1, 5, 2, 8, 9, 11621, 70
217, 3, Sarreau Marc, AG2R Citroën Team, France, 253, 176, 333, 1286, 184, 130, 2301, 84, 28, 1.82, 76, 0, 12, 3, 8, 8, 7245, 47
218, 3, Kron Andreas, Lotto Soudal, Denmark, 253, 95, 252, 129, 248, 6, 136, 422, 23, 1.77, 63, 2, 3, 1, 1, 5, 8361, 57
219, -11, Fabbro Matteo, BORA - hansgrohe, Italy, 252, 119, 350, 133, 481, 74, 98, 436, 26, 1.67, 52, 0, 0, 3, 3, 7, 10580, 65
220, 2, Theuns Edward, Trek - Segafredo, Belgium, 250, 158, 235, 1783, 513, 97, 2856, 125, 30, 1.83, 72, 1, 9, 6, 17, 12, 12556, 78
221, -62, Tratnik Jan, Bahrain - Victorious, Slovenia, 250, 99, 196, 384, 643, 1536, 958, 471, 31, 1.73, 67, 1, 10, 5, 3, 13, 10935, 69
222, -15, Renard Alexis, Israel Start-Up Nation, France, 248, 220, 323, 100, 118, 11, 47, 28, 22, 1.86, 74, 0, 0, 1, 1, 2, 8438, 53
223, 0, Rodríguez Cristián, Team TotalEnergies, Spain, 247, 180, 303, 105, 401, 36, 31, 226, 26, 1.77, 56, 1, 2, 5, 2, 6, 9103, 62
224, 0, Rochas Rémy, Cofidis Solutions Crédits, France, 244, 186, 221, 51, 312, 59, 44, 206, 25, 1.64, 51, 0, 0, 2, 2, 7, 12509, 79
225, 0, Bystrøm Sven Erik, UAE-Team Emirates, Norway, 242, 88, 217, 596, 503, 63, 522, 316, 29, 1.89, 70, 0, 1, 4, 13, 11, 9854, 59
226, 0, Restrepo Jhonatan, Androni Giocattoli - Sidermec, Colombia, 242, 67, 341, 407, 400, 167, 495, 322, 26, 1.78, 73, 1, 5, 3, 3, 7, 7570, 50
227, 0, Kooij Olav, Team Jumbo-Visma, Netherlands, 242, 119, 354, 183, 35, 0, 238, 35, 20,  ,  , 2, 3, 0, 0, 2, 6867, 42
228, 0, Oldani Stefano, Lotto Soudal, Italy, 238, 160, 195, 130, 121, 22, 226, 245, 23, 1.78, 62, 0, 0, 2, 0, 5, 11611, 74
229, 0, Rodríguez Óscar, Astana - Premier Tech, Spain, 236, 118, 303, 155, 492, 142, 66, 524, 26, 1.79, 63, 0, 1, 4, 0, 5, 8240, 53
230, 0, Oomen Sam, Team Jumbo-Visma, Netherlands, 235, 75, 238, 388, 1551, 196, 113, 1180, 26, 1.77, 65, 0, 2, 5, 10, 8, 9490, 58
231, 0, McLay Daniel, Team Arkéa Samsic, Great Britain, 234, 93, 301, 909, 180, 100, 2226, 6, 29, 1.85, 72, 0, 10, 3, 9, 11, 9484, 59
232, 0, Durbridge Luke, Team BikeExchange, Australia, 234, 167, 251, 728, 1173, 2073, 337, 148, 30, 1.87, 78, 0, 13, 11, 19, 12, 10565, 64
233, 0, Clarke Simon, Team Qhubeka NextHash, Australia, 230, -64, 297, 1754, 1423, 134, 1594, 1532, 35, 1.75, 63, 0, 6, 15, 28, 17, 12685, 79
234, 0, Valter Attila, Groupama - FDJ, Hungary, 229, -4, 213, 115, 511, 126, 230, 381, 23, 1.85, 65, 0, 3, 2, 2, 5, 10673, 68
235, 1, Sobrero Matteo, Astana - Premier Tech, Italy, 227, 181, 297, 133, 143, 424, 138, 126, 24, 1.77, 63, 2, 1, 2, 3, 6, 10676, 73
236, 1, Cimolai Davide, Israel Start-Up Nation, Italy, 224, 123, 162, 964, 470, 6, 1787, 614, 32, 1.82, 70, 0, 9, 10, 22, 13, 9093, 57
237, 1, Louvel Matis, Team Arkéa Samsic, France, 224, 207, 295, 196, 45, 65, 44, 24, 22, 1.87, 73, 1, 1, 0, 1, 3, 11376, 70
238, 1, Kangert Tanel, Team BikeExchange, Estonia, 222, -74, 167, 785, 2349, 1429, 337, 1655, 34, 1.78, 65, 0, 11, 17, 9, 16, 9929, 62
239, 1, Piccoli James, Israel Start-Up Nation, Canada, 222, 159, 168, 68, 598, 255, 134, 301, 30, 1.78, 65, 1, 2, 2, 4, 6, 10472, 69
240, 1, Planckaert Baptiste, Intermarché - Wanty - Gobert Matériaux, Belgium, 219, 143, 366, 3062, 375, 9, 3342, 297, 33, 1.77, 65, 0, 4, 1, 6, 13, 7901, 45
241, 1, de Kleijn Arvid, Rally Cycling, Netherlands, 219, 107, 288, 663, 28, 0, 1087, 37, 27, 1.71, 68, 2, 4, 0, 0, 6, 4903, 33
242, 1, Fiorelli Filippo, Bardiani-CSF-Faizanè, Italy, 219, 138, 255, 113, 130, 18, 317, 166, 27,  ,  , 1, 0, 2, 4, 7, 11678, 74
243, 1, Sepúlveda Eduardo, Androni Giocattoli - Sidermec, Argentina, 217, 172, 275, 351, 1032, 392, 150, 562, 30, 1.73, 57, 0, 3, 6, 4, 11, 10525, 66
244, 1, Adrià Roger, Equipo Kern Pharma, Spain, 212, 192, 278, 83, 137, 19, 66, 118, 23, 1.78, 65, 0, 0, 0, 0, 5, 10448, 66
245, 1, Villella Davide, Movistar Team, Italy, 211, 120, 326, 1073, 836, 91, 348, 888, 30, 1.82, 66, 0, 3, 11, 16, 10, 12162, 75
246, 1, Pozzovivo Domenico, Team Qhubeka NextHash, Italy, 210, -17, 271, 2372, 5871, 815, 874, 6308, 38, 1.65, 53, 0, 13, 21, 23, 20, 7255, 47
247, 1, Riesebeek Oscar, Alpecin-Fenix, Netherlands, 209, 153, 254, 421, 354, 58, 455, 122, 28, 1.91, 75, 0, 0, 1, 3, 9, 9715, 59
248, 1, Jorgenson Matteo, Movistar Team, United States, 209, 161, 174, 67, 175, 15, 24, 138, 22, 1.9, 65, 0, 0, 1, 4, 4, 10485, 64
249, 1, Geoghegan Hart Tao, INEOS Grenadiers, Great Britain, 208, -591, 195, 245, 1574, 413, 136, 1458, 26, 1.83, 65, 0, 5, 5, 8, 8, 9289, 60
250, 1, Moreira Mauricio, Efapel, Uruguay, 208, 108, 237, 57, 179, 186, 50, 76, 26, 1.89, 76, 2, 2, 0, 0, 4, 2770, 18
251, 1, Izagirre Gorka, Astana - Premier Tech, Spain, 205, -194, 158, 1277, 2161, 717, 556, 2080, 34, 1.76, 66, 0, 9, 16, 17, 13, 12266, 74
252, 1, Haller Marco, Bahrain - Victorious, Austria, 205, 79, 278, 686, 514, 5, 770, 192, 30, 1.78, 72, 0, 4, 8, 21, 11, 8726, 53
253, 1, Hermans Quinten, Intermarché - Wanty - Gobert Matériaux, Belgium, 204, 56, 202, 105, 357, 86, 280, 254, 26, 1.74, 64, 0, 1, 1, 1, 5, 7646, 46
254, 1, Rodrigues João, W52 / FC Porto , Portugal, 204, 178, 246, 16, 376, 305, 69, 239, 27, 1.75, 60, 0, 4, 0, 0, 5, 3144, 21
255, 1, Tulett Ben, Alpecin-Fenix, Great Britain, 203, 161, 239, 118, 116, 2, 15, 146, 20,  ,  , 0, 0, 0, 3, 2, 6324, 37
256, 1, Amezqueta Julen, Caja Rural - Seguros RGA, Spain, 202, 172, 276, 82, 291, 1, 43, 216, 28, 1.74, 63, 0, 0, 4, 3, 7, 10191, 62
257, 1, Walsleben Philipp, Alpecin-Fenix, Germany, 201, 162, 208, 89, 199, 68, 346, 76, 34, 1.76, 66, 2, 2, 0, 2, 13, 6282, 42
258, 1, Sosa Iván Ramiro, INEOS Grenadiers, Colombia, 201, 127, 225, 150, 956, 1, 62, 676, 24, 1.68, 58, 1, 13, 2, 4, 5, 4326, 31
259, 1, Mezgec Luka, Team BikeExchange, Slovenia, 200, -311, 132, 1257, 454, 33, 3800, 331, 33, 1.83, 72, 0, 19, 11, 15, 12, 10876, 66
260, 1, Polanc Jan, UAE-Team Emirates, Slovenia, 200, 60, 269, 607, 1312, 393, 303, 1337, 29, 1.72, 62, 0, 3, 9, 9, 11, 9620, 61
261, 1, van der Lijke Nick, Riwal Cycling Team, Netherlands, 200, 144, 248, 408, 712, 51, 1154, 278, 30, 1.76, 61, 0, 0, 1, 2, 12, 7334, 44
262, 1, Kragh Andersen Søren, Team DSM, Denmark, 200, -596, 238, 686, 992, 1680, 862, 433, 27, 1.78, 73, 0, 8, 5, 15, 9, 7605, 47
263, 1, Würtz Schmidt Mads, Israel Start-Up Nation, Denmark, 199, 140, 302, 324, 432, 568, 564, 106, 27, 1.76, 62, 2, 4, 3, 5, 8, 8481, 58
264, 1, Burgaudeau Mathieu, Team TotalEnergies, France, 199, 159, 318, 215, 73, 6, 21, 112, 23, 1.68, 61, 0, 0, 1, 2, 5, 7911, 47
265, 1, Stosz Patryk, Voster ATS Team, Poland, 198, 139, 239, 80, 171, 144, 724, 24, 27, 1.78, 68, 7, 4, 0, 1, 9, 8528, 60
266, 1, Claeys Dimitri, Team Qhubeka NextHash, Belgium, 198, 75, 231, 1283, 489, 121, 1165, 318, 34, 1.89, 77, 0, 5, 3, 8, 15, 10976, 64
267, 1, De Gendt Aimé, Intermarché - Wanty - Gobert Matériaux, Belgium, 197, -120, 325, 784, 413, 105, 496, 163, 27, 1.82, 75, 0, 1, 1, 7, 7, 9742, 56
268, 1, De Bondt Dries, Alpecin-Fenix, Belgium, 196, 73, 171, 1000, 171, 1, 930, 214, 30, 1.84, 72, 0, 5, 1, 7, 8, 12356, 74
269, 1, Rickaert Jonas, Alpecin-Fenix, Belgium, 196, -8, 259, 670, 148, 116, 676, 22, 27, 1.87, 84, 0, 1, 1, 8, 8, 11378, 68
270, 1, Haussler Heinrich, Bahrain - Victorious, Australia, 195, 138, 346, 2936, 824, 276, 4320, 292, 37, 1.81, 74, 0, 22, 12, 41, 17, 7286, 44
271, 1, Černý Josef, Deceuninck - Quick Step, Czech Republic, 194, -167, 196, 180, 525, 1158, 564, 104, 28, 1.88, 77, 1, 8, 3, 2, 10, 9988, 67
272, 1, Howson Damien, Team BikeExchange, Australia, 193, -61, 179, 115, 1086, 639, 126, 402, 29, 1.88, 68, 1, 6, 9, 7, 11, 9490, 63
273, 1, Elissonde Kenny, Trek - Segafredo, France, 193, -17, 195, 257, 995, 27, 46, 1330, 30, 1.69, 52, 0, 2, 11, 4, 12, 10569, 69
274, -39, Steimle Jannik, Deceuninck - Quick Step, Germany, 193, -30, 162, 169, 327, 430, 581, 150, 25, 1.87, 73, 1, 6, 1, 0, 6, 5962, 39
275, 0, Johannessen Tobias Halland, Uno-X Dare Development Team, Norway, 192, 192, 350, 22, 113, 2, 16, 83, 22,  ,  , 4, 2, 0, 0, 1, 5474, 39
276, 0, Walls Matthew, BORA - hansgrohe, Great Britain, 192, 97, 238, 184, 23, 43, 265, 16, 23,  ,  , 2, 2, 0, 0, 4, 4879, 34
277, 0, Vine Jay, Alpecin-Fenix, Australia, 192, 156, 180, 20, 172, 0, 23, 184, 26, 1.84, 69, 0, 0, 1, 0, 3, 5992, 38
278, 0, Pinot Thibaut, Groupama - FDJ, France, 189, -411, 281, 1749, 5800, 1338, 380, 6616, 31, 1.8, 63, 0, 31, 14, 8, 13, 6179, 38
279, 0, Delaplace Anthony, Team Arkéa Samsic, France, 186, 110, 272, 1005, 796, 517, 952, 269, 32, 1.81, 65, 0, 1, 8, 4, 13, 11216, 70
280, 0, Shaw James, Ribble Weldtite Pro Cycling, Great Britain, 186, 167, 210, 53, 288, 47, 49, 194, 25, 1.79, 63, 0, 0, 0, 1, 6, 3334, 21
281, 0, Räim Mihkel, HRE Mazowsze Serce Polski, Estonia, 185, 105, 297, 446, 467, 154, 1666, 70, 28, 1.76, 69, 4, 16, 1, 0, 10, 6699, 48
282, 0, van Poppel Boy, Intermarché - Wanty - Gobert Matériaux, Netherlands, 184, 176, 210, 845, 343, 80, 1848, 9, 33, 1.86, 78, 0, 1, 7, 13, 15, 13365, 83
283, 0, Impey Daryl, Israel Start-Up Nation, South Africa, 184, -184, 206, 1445, 1821, 997, 2261, 1594, 36, 1.81, 70, 0, 29, 10, 22, 18, 4571, 29
284, 0, Robeet Ludovic, Bingoal Pauwels Sauces WB, Belgium, 184, 173, 273, 205, 40, 9, 175, 6, 27, 1.94, 75, 1, 2, 0, 3, 8, 7736, 46
285, 0, Williams Stephen, Bahrain - Victorious, Great Britain, 184, 179, 192, 54, 162, 5, 100, 80, 25, 1.83, 59, 1, 2, 1, 1, 6, 7819, 50
286, 0, Lauk Karl Patrick,  , Estonia, 184, 174, 310, 52, 222, 66, 214, 6, 24, 1.73, 69, 5, 4, 0, 0, 6, 4654, 34
287, 0, Boivin Guillaume, Israel Start-Up Nation, Canada, 183, 153, 241, 999, 417, 146, 1580, 149, 32, 1.8, 78, 1, 5, 5, 8, 13, 10966, 70
288, 0, Oliveira Rui, UAE-Team Emirates, Portugal, 183, 137, 183, 195, 66, 10, 330, 166, 25, 1.83, 66, 0, 0, 2, 3, 6, 11886, 72
289, 1, Eekhoff Nils, Team DSM, Netherlands, 182, 8, 133, 298, 120, 142, 461, 32, 23, 1.91, 75, 0, 0, 1, 3, 5, 9254, 58
290, 1, Fernández Rubén, Cofidis Solutions Crédits, Spain, 178, 41, 142, 198, 1122, 116, 186, 574, 30, 1.77, 60, 0, 0, 5, 4, 11, 11640, 74
291, 1, Eriksson Lucas, Riwal Cycling Team, Sweden, 178, 138, 247, 173, 208, 5, 112, 102, 25, 1.79, 64, 1, 2, 0, 0, 7, 6156, 36
292, 1, Geniets Kevin, Groupama - FDJ, Luxembourg, 178, 99, 293, 250, 111, 172, 70, 93, 24, 1.93, 73, 2, 3, 1, 3, 6, 9890, 62
293, 1, Buitrago Santiago, Bahrain - Victorious, Colombia, 178, 109, 197, 71, 173, 6, 19, 106, 22, 1.74, 59, 0, 0, 1, 2, 3, 7714, 48
294, 1, Ayuso Juan, UAE-Team Emirates, Spain, 177, 177, 317, 124, 29, 8, 115, 90, 19, 1.83, 65, 5, 0, 0, 0, 1, 5582, 40
295, 1, Dombrowski Joe, UAE-Team Emirates, United States, 177, 157, 193, 60, 1174, 224, 58, 1106, 30, 1.85, 68, 1, 4, 10, 2, 11, 10683, 67
296, 1, Baroncini Filippo, Team Colpack Ballan, Italy, 177, 175, 565, 152, 20, 37, 44, 36, 21,  ,  , 4, 0, 0, 0, 3, 5296, 43
297, 1, Antunes Amaro, W52 / FC Porto , Portugal, 176, 5, 168, 86, 769, 159, 195, 695, 31, 1.73, 58, 0, 6, 1, 0, 12, 2963, 20
298, 1, Hamilton Chris, Team DSM, Australia, 176, 104, 125, 98, 612, 70, 21, 460, 26, 1.78, 70, 0, 0, 6, 8, 7, 12590, 78
299, 2, Henao Sergio, Team Qhubeka NextHash, Colombia, 175, -1, 141, 1614, 3548, 548, 706, 3256, 33, 1.7, 61, 0, 8, 14, 13, 15, 9757, 62
300, -11, Stannard Robert, Team BikeExchange, Australia, 175, -49, 160, 430, 153, 66, 462, 271, 23, 1.79, 68, 0, 0, 2, 8, 5, 10319, 61
301, 1, Buchmann Emanuel, BORA - hansgrohe, Germany, 174, 27, 175, 628, 2367, 232, 75, 2438, 29, 1.81, 59, 0, 4, 9, 7, 10, 9666, 62
302, 1, Houle Hugo, Astana - Premier Tech, Canada, 174, 55, 180, 513, 555, 617, 238, 306, 31, 1.82, 72, 1, 2, 6, 25, 12, 9587, 63
303, 1, Armirail Bruno, Groupama - FDJ, France, 173, 56, 208, 79, 250, 467, 8, 160, 27, 1.9, 74, 0, 0, 3, 2, 9, 10384, 71
304, 1, Van Moer Brent, Lotto Soudal, Belgium, 173, 135, 108, 78, 116, 137, 131, 91, 23, 1.91, 79, 1, 1, 2, 2, 4, 9249, 58
305, 2, Minali Riccardo, Intermarché - Wanty - Gobert Matériaux, Italy, 172, 103, 143, 319, 118, 0, 1296, 41, 26, 1.8, 74, 0, 2, 2, 2, 7, 11705, 74
306, 2, Martín Gotzon, Euskaltel - Euskadi, Spain, 171, 120, 192, 138, 74, 0, 60, 158, 25,  ,  , 0, 0, 1, 0, 4, 10994, 68
307, 2, Reichenbach Sébastien, Groupama - FDJ, Switzerland, 168, -44, 197, 620, 1659, 115, 293, 1602, 32, 1.78, 64, 0, 2, 8, 7, 12, 9242, 59
308, 2, Træen Torstein, Uno-X Pro Cycling Team, Norway, 168, 87, 155, 58, 186, 9, 54, 104, 26,  ,  , 0, 0, 0, 0, 4, 6933, 43
309, 2, Van Rooy Kenneth, Sport Vlaanderen - Baloise, Belgium, 167, 65, 250, 355, 168, 1, 352, 75, 28, 1.78, 70, 0, 0, 0, 3, 10, 8047, 47
310, 2, López Juan Pedro, Trek - Segafredo, Spain, 167, 129, 117, 37, 244, 17, 8, 156, 24, 1.7, 60, 0, 0, 2, 1, 4, 8185, 52
311, 2, Soto Antonio Jesús, Euskaltel - Euskadi, Spain, 166, 150, 145, 89, 60, 9, 20, 128, 26, 1.75, 66, 1, 1, 1, 0, 3, 8353, 53
